,gameTime,label,position,team,visibility,url_local
1876,1 - 91:11,PASS,5471760,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1877,1 - 91:13,DRIVE,5473560,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1878,1 - 91:15,PASS,5475440,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1879,1 - 91:17,DRIVE,5477440,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1880,1 - 91:18,PASS,5478680,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1881,1 - 91:19,DRIVE,5479800,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1882,1 - 91:21,HIGH PASS,5481560,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1883,1 - 92:03,FREE KICK,5523480,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1884,1 - 92:05,HEADER,5525120,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1885,1 - 92:06,HEADER,5526880,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1886,1 - 92:09,DRIVE,5529640,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1887,1 - 92:15,CROSS,5535760,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1888,1 - 92:16,HEADER,5536880,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1889,1 - 92:18,PASS,5538640,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1890,1 - 92:20,HEADER,5540240,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1891,1 - 92:22,PASS,5542120,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1892,1 - 92:23,DRIVE,5543200,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1893,1 - 92:24,PASS,5544640,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1894,1 - 92:25,DRIVE,5545360,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1895,1 - 92:26,HIGH PASS,5546920,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1896,1 - 92:31,OUT,5551000,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1897,1 - 92:58,HIGH PASS,5578240,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1898,1 - 93:01,HEADER,5581640,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1899,1 - 93:14,HIGH PASS,5594360,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1900,1 - 93:16,HEADER,5596960,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1901,1 - 93:19,HIGH PASS,5599080,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1902,1 - 93:22,HEADER,5602880,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1903,1 - 93:36,PASS,5616400,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1904,1 - 93:37,DRIVE,5617120,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1905,1 - 93:41,PASS,5621800,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1906,1 - 93:43,DRIVE,5623080,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1907,1 - 93:43,PASS,5623960,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1908,1 - 93:44,DRIVE,5624920,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1909,1 - 93:47,HIGH PASS,5627280,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1910,1 - 93:53,OUT,5633280,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1911,1 - 94:18,HIGH PASS,5658240,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1912,1 - 94:22,HEADER,5662240,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1913,1 - 94:24,HEADER,5664200,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1914,1 - 94:26,HEADER,5666680,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1915,1 - 94:27,DRIVE,5667160,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1916,1 - 94:28,DRIVE,5668360,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1917,1 - 94:31,PASS,5671160,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1918,1 - 94:32,DRIVE,5672520,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1919,1 - 94:33,HIGH PASS,5673720,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1920,1 - 94:36,HEADER,5676280,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1921,1 - 94:38,HEADER,5678040,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1922,1 - 94:39,DRIVE,5679840,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1923,1 - 94:41,HIGH PASS,5681200,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1924,1 - 94:45,OUT,5685360,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1925,1 - 95:10,THROW IN,5710600,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1926,1 - 00:00,PASS,680,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1927,1 - 00:02,DRIVE,2000,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1928,1 - 00:03,HIGH PASS,3720,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1929,1 - 00:06,HEADER,6320,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1930,1 - 00:07,DRIVE,7960,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1931,1 - 00:11,PASS,11240,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1932,1 - 00:11,PASS,11880,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1933,1 - 00:14,PASS,14600,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1934,1 - 00:15,DRIVE,15640,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1935,1 - 00:16,PASS,16400,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1936,1 - 00:17,DRIVE,17440,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1937,1 - 00:19,PASS,19360,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1938,1 - 00:20,DRIVE,20360,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1939,1 - 00:22,PASS,22400,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1940,1 - 00:23,DRIVE,23760,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1941,1 - 00:24,PASS,24680,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1942,1 - 00:26,DRIVE,26880,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1943,1 - 00:27,PASS,27920,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1944,1 - 00:29,DRIVE,29480,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1945,1 - 00:30,PASS,30880,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1946,1 - 00:32,PASS,32200,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1947,1 - 00:34,PASS,34760,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1948,1 - 00:37,PASS,37400,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1949,1 - 00:38,DRIVE,38840,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1950,1 - 00:40,HIGH PASS,40120,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1951,1 - 00:42,HEADER,42920,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1952,1 - 00:44,PASS,44240,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1953,1 - 00:49,DRIVE,49160,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1954,1 - 00:50,HIGH PASS,50320,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1955,1 - 00:52,PASS,52400,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1956,1 - 00:54,PASS,54280,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1957,1 - 00:58,OUT,58720,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1958,1 - 01:20,THROW IN,80520,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1959,1 - 01:21,HEADER,81200,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1960,1 - 01:22,PASS,82240,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1961,1 - 01:23,DRIVE,83320,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1962,1 - 01:24,PASS,84480,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1963,1 - 01:25,SHOT,85560,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1964,1 - 01:26,BALL PLAYER BLOCK,86040,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1965,1 - 01:27,PASS,87960,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1966,1 - 01:29,DRIVE,89640,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1967,1 - 01:31,PASS,91240,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1968,1 - 01:32,DRIVE,92560,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1969,1 - 01:35,PASS,95280,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1970,1 - 01:36,DRIVE,96920,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1971,1 - 01:37,PASS,97440,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1972,1 - 01:38,DRIVE,98320,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1973,1 - 01:40,PASS,100480,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1974,1 - 01:41,DRIVE,101400,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1975,1 - 01:42,PASS,102920,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1976,1 - 01:43,DRIVE,103920,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1977,1 - 01:45,PASS,105280,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1978,1 - 01:47,DRIVE,107160,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1979,1 - 01:47,PASS,107840,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1980,1 - 01:49,DRIVE,109400,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1981,1 - 01:54,PASS,114840,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1982,1 - 01:55,DRIVE,115920,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1983,1 - 01:58,PASS,118600,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1984,1 - 02:00,DRIVE,120360,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1985,1 - 02:02,PASS,122320,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1986,1 - 02:06,DRIVE,126280,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1987,1 - 02:08,PASS,128320,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1988,1 - 02:09,DRIVE,129560,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1989,1 - 02:10,HIGH PASS,130800,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1990,1 - 02:13,HEADER,133400,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1991,1 - 02:15,PASS,135560,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1992,1 - 02:17,PASS,137120,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1993,1 - 02:17,PASS,137920,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1994,1 - 02:18,DRIVE,138640,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1995,1 - 02:19,PASS,139040,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1996,1 - 02:19,DRIVE,139720,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1997,1 - 02:20,PASS,140480,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1998,1 - 02:21,DRIVE,141640,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1999,1 - 02:23,PASS,143320,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2000,1 - 02:26,PASS,146720,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2001,1 - 02:27,DRIVE,147760,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2002,1 - 02:29,PASS,149760,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2003,1 - 02:30,DRIVE,150360,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2004,1 - 02:31,PASS,151040,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2005,1 - 02:32,DRIVE,152960,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2006,1 - 02:34,PASS,154680,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2007,1 - 02:35,DRIVE,155960,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2008,1 - 02:36,PASS,156960,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2009,1 - 02:38,DRIVE,158720,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2010,1 - 02:39,PASS,159880,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2011,1 - 02:40,DRIVE,160960,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2012,1 - 02:42,PASS,162400,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2013,1 - 02:43,DRIVE,163840,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2014,1 - 02:45,SHOT,165400,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2015,1 - 02:47,DRIVE,167800,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2016,1 - 02:58,PASS,178120,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2017,1 - 02:59,DRIVE,179280,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2018,1 - 03:00,PASS,180320,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2019,1 - 03:03,PASS,183840,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2020,1 - 03:05,DRIVE,185160,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2021,1 - 03:06,PASS,186520,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2022,1 - 03:07,DRIVE,187400,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2023,1 - 03:08,HIGH PASS,188880,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2024,1 - 03:11,HEADER,191040,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2025,1 - 03:13,DRIVE,193480,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2026,1 - 03:16,PASS,196320,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2027,1 - 03:18,DRIVE,198160,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2028,1 - 03:19,PASS,199320,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2029,1 - 03:20,DRIVE,200200,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2030,1 - 03:22,PASS,202640,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2031,1 - 03:23,DRIVE,203720,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2032,1 - 03:24,PASS,204680,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2033,1 - 03:25,DRIVE,205640,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2034,1 - 03:28,PASS,208840,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2035,1 - 03:29,DRIVE,209680,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2036,1 - 03:30,PASS,210640,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2037,1 - 03:32,DRIVE,212280,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2038,1 - 03:32,PASS,212840,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2039,1 - 03:34,DRIVE,214120,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2040,1 - 03:36,PASS,216440,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2041,1 - 03:39,HIGH PASS,219240,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2042,1 - 03:41,HEADER,221640,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2043,1 - 03:44,OUT,224600,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2044,1 - 04:00,THROW IN,240040,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2045,1 - 04:02,PASS,242200,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2046,1 - 04:04,DRIVE,244880,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2047,1 - 05:01,SHOT,301640,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2048,1 - 05:02,DRIVE,302960,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2049,1 - 05:04,PASS,304560,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2050,1 - 05:08,PASS,308840,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2051,1 - 05:12,HIGH PASS,312320,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2052,1 - 05:14,DRIVE,314400,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2053,1 - 05:15,HIGH PASS,315480,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2054,1 - 05:17,HEADER,317920,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2055,1 - 05:19,PASS,319560,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2056,1 - 05:21,HEADER,321080,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2057,1 - 05:22,PASS,322120,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2058,1 - 05:24,PASS,324680,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2059,1 - 05:26,DRIVE,326760,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2060,1 - 05:35,PASS,335800,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2061,1 - 05:37,DRIVE,337040,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2062,1 - 05:38,CROSS,338080,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2063,1 - 05:39,HIGH PASS,339160,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2064,1 - 05:42,OUT,342880,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2065,1 - 05:50,THROW IN,350480,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2066,1 - 05:53,DRIVE,353200,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2067,1 - 05:55,PASS,355800,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2068,1 - 06:00,DRIVE,360760,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2069,1 - 06:01,PASS,361760,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2070,1 - 06:03,DRIVE,363680,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2071,1 - 06:04,PASS,364760,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2072,1 - 06:06,DRIVE,366640,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2073,1 - 06:09,PASS,369080,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2074,1 - 06:10,PASS,370280,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2075,1 - 06:11,DRIVE,371280,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2076,1 - 06:12,PASS,372520,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2077,1 - 06:13,DRIVE,373360,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2078,1 - 06:15,PASS,375600,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2079,1 - 06:16,PASS,376160,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2080,1 - 06:16,DRIVE,376920,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2081,1 - 06:17,PLAYER SUCCESSFUL TACKLE,377600,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2082,1 - 06:18,HIGH PASS,378360,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2083,1 - 06:20,HEADER,380960,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2084,1 - 06:23,DRIVE,383640,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2085,1 - 06:24,PASS,384800,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2086,1 - 06:26,DRIVE,386560,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2087,1 - 06:28,PASS,388680,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2088,1 - 06:30,PASS,390560,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2089,1 - 06:32,DRIVE,392240,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2090,1 - 06:32,PASS,392960,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2091,1 - 06:34,DRIVE,394480,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2092,1 - 06:35,PASS,395880,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2093,1 - 06:36,PASS,396960,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2094,1 - 06:38,DRIVE,398960,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2095,1 - 06:40,PASS,400560,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2096,1 - 06:42,DRIVE,402560,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2097,1 - 06:45,PASS,405200,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2098,1 - 06:47,DRIVE,407040,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2099,1 - 06:49,SHOT,409880,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2100,1 - 06:52,OUT,412000,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2101,1 - 07:23,HIGH PASS,443960,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2102,1 - 07:26,DRIVE,446920,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2103,1 - 07:28,HIGH PASS,448480,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2104,1 - 07:30,HEADER,450960,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2105,1 - 07:31,PASS,451680,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2106,1 - 07:35,DRIVE,455080,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2107,1 - 07:40,PASS,460440,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2108,1 - 07:41,PASS,461400,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2109,1 - 07:43,PASS,463560,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2110,1 - 07:45,DRIVE,465000,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2111,1 - 07:46,PASS,466440,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2112,1 - 07:48,DRIVE,468000,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2113,1 - 07:49,PASS,469880,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2114,1 - 07:51,DRIVE,471240,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2115,1 - 07:53,HIGH PASS,473840,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2116,1 - 07:56,HEADER,476440,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2117,1 - 07:58,HEADER,478720,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2118,1 - 08:00,PASS,480040,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2119,1 - 08:02,OUT,482880,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2120,1 - 08:05,THROW IN,485960,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2121,1 - 08:08,PASS,488520,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2122,1 - 08:10,PASS,490680,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2123,1 - 08:13,DRIVE,493040,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2124,1 - 08:14,PASS,494720,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
